MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20200506,Grant Birchall,Brisbane,0.5,2.6,1.1,2.1,6.3,6.27,0,70,48,77,7,5,12,91.7,257,0,1,2,6,,3,2,1,3,0,1,,0,0,0,0,0,0,0,0,0,2,1,2020,5
20200506,Steven Motlop,Port Adelaide,1.3,0.0,1.8,3.0,6.2,7.94,0,58,56,72,11,2,13,76.9,331,4,3,0,3,,2,2,0,6,0,0,,1,1,0,0,0,1,0,1,0,3,1,2020,5
20200506,Darcy Byrne-Jones,Port Adelaide,1.5,3.8,0.2,0.7,6.1,7.68,0,57,36,82,5,7,12,66.7,82,0,1,1,18,,8,7,4,1,0,0,,3,1,0,0,0,0,0,0,0,1,0,2020,5
20200506,Kane Farrell,Port Adelaide,1.8,0.1,2.4,1.6,6.0,5.1,0,46,36,70,4,6,10,70.0,183,2,1,2,7,,4,4,2,2,1,0,,2,2,0,0,0,1,0,1,0,3,1,2020,5
20200506,Tom Clurey,Port Adelaide,0.6,2.7,2.4,0.3,6.0,7.04,0,52,29,81,5,1,6,100.0,121,0,0,1,2,,2,0,4,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200506,Brad Ebert,Port Adelaide,3.2,-0.6,0.6,2.4,5.6,7.58,0,84,64,79,9,5,14,78.6,222,1,2,4,9,,5,3,3,5,1,1,,0,0,0,0,0,1,0,1,0,2,0,2020,5
20200506,Hamish Hartlett,Port Adelaide,1.3,0.0,2.9,0.9,5.1,7.75,0,50,39,82,3,8,11,81.8,145,1,0,2,9,,2,2,2,2,1,0,,0,1,0,0,0,0,0,0,0,0,0,2020,5
20200506,Darcy Gardiner,Brisbane,4.7,-0.3,1.4,-1.2,4.7,6.0,0,52,54,99,9,2,11,63.6,207,1,1,2,5,,3,2,3,5,1,1,,0,0,0,0,0,0,0,0,0,2,1,2020,5
20200506,Tom Jonas,Port Adelaide,3.7,-1.1,0.3,1.7,4.7,7.38,0,61,29,90,8,1,9,88.9,318,0,4,0,3,,3,2,3,4,2,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200506,Todd Marshall,Port Adelaide,0.3,0.7,1.4,2.1,4.5,7.33,0,38,40,71,3,1,4,50.0,84,2,2,4,10,,2,2,0,2,0,0,,0,0,4,1,0,2,1,0,0,1,0,2020,5
20200506,Charlie Dixon,Port Adelaide,0.7,3.3,1.4,-0.9,4.5,8.47,0,71,57,96,5,1,6,50.0,83,1,2,6,9,,6,1,0,4,0,3,,1,2,16,5,1,3,0,2,0,2,1,2020,5
20200506,Brandon Starcevich,Brisbane,0.0,1.2,2.3,0.8,4.2,5.44,0,38,37,79,5,0,5,100.0,153,2,3,4,9,,2,1,3,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200506,Scott Lycett,Port Adelaide,-1.4,2.2,1.8,1.2,3.8,10.17,0,62,67,75,7,3,10,40.0,180,3,2,4,8,,4,2,1,0,0,0,,2,1,60,21,5,1,0,1,0,4,1,2020,5
20200506,Sam Powell-Pepper,Port Adelaide,4.5,-0.5,-1.1,0.2,3.2,7.66,0,78,57,81,8,5,13,53.8,298,3,3,4,12,,4,3,1,3,0,0,,3,3,0,0,0,1,0,1,1,3,2,2020,5
20200506,Justin Westhoff,Port Adelaide,-1.1,-0.5,1.4,3.2,3.1,8.78,0,30,20,84,3,2,5,80.0,95,2,2,1,6,,1,1,0,1,0,0,,1,0,12,3,2,0,0,0,0,1,1,2020,5
20200506,Ryan Lester,Brisbane,0.4,1.4,0.3,0.8,3.0,7.39,0,26,28,86,4,5,9,66.7,100,0,2,0,4,,2,2,3,2,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200506,Cameron Ellis-Yolmen,Brisbane,1.7,0.0,0.0,0.0,1.7,10.53,0,20,9,8,3,0,3,33.3,74,0,1,0,4,,3,2,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,1,2020,5
20200506,Eric Hipwood,Brisbane,-1.6,1.8,-1.2,1.1,0.2,5.2,0,82,60,92,8,1,9,55.6,271,1,2,1,5,,2,2,0,7,0,0,,0,0,0,0,0,5,1,3,1,5,0,2020,5
20200506,Riley Bonner,Port Adelaide,0.7,-0.3,0.3,-0.7,0.0,5.71,0,46,39,88,10,4,14,64.3,286,1,5,3,7,,4,3,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200506,Callum Ah Chee,Brisbane,-2.6,2.7,-2.1,1.6,-0.5,5.39,0,28,26,74,3,1,4,75.0,74,1,3,3,8,,4,3,5,2,1,0,,0,0,0,0,0,0,0,0,0,2,2,2020,5
20200507,Adam Cerra,Fremantle,6.5,2.5,3.8,4.0,16.8,5.83,3,134,88,90,13,4,17,88.2,280,5,3,5,24,,8,4,3,6,1,1,,2,2,0,0,0,0,0,0,0,3,1,2020,5
20200507,Andrew Brayshaw,Fremantle,5.7,3.5,-1.1,6.9,15.0,7.33,10,144,106,86,13,10,23,82.6,324,3,6,5,22,,10,7,6,8,2,1,,2,0,0,0,0,0,0,0,1,4,1,2020,5
20200507,Tom Doedee,Adelaide,1.8,4.0,6.7,1.1,13.6,8.25,2,116,62,91,7,11,18,94.4,67,0,2,1,6,,11,8,12,5,3,3,,0,0,0,0,0,0,0,0,0,2,2,2020,5
20200507,Sam Sturt,Fremantle,3.2,3.3,2.7,4.3,13.5,4.73,0,74,42,87,5,6,11,90.9,79,1,1,0,12,,5,5,4,3,0,0,,0,0,0,0,0,1,1,0,1,3,0,2020,5
20200507,Griffin Logue,Fremantle,4.0,4.3,1.4,3.8,13.5,6.47,6,106,53,94,8,6,14,92.9,131,1,1,1,3,,9,6,7,4,2,2,,0,0,0,0,0,0,0,0,0,3,1,2020,5
20200507,Luke Ryan,Fremantle,1.5,2.1,2.4,4.2,10.2,7.86,1,109,74,86,18,0,18,94.4,270,0,5,1,10,,5,3,12,7,3,0,,0,0,0,0,0,0,0,0,0,1,1,2020,5
20200507,Reilly O'Brien,Adelaide,2.3,2.9,2.1,2.5,9.8,9.78,0,95,82,92,7,9,16,75.0,115,1,3,3,5,,4,1,4,4,2,1,,2,1,44,17,6,0,0,0,0,3,1,2020,5
20200507,Myles Poholke,Adelaide,1.3,8.0,0.2,0.0,9.5,3.5,0,51,36,75,3,4,7,100.0,134,2,1,1,10,,4,2,1,3,0,1,,2,2,0,0,0,1,1,0,0,3,0,2020,5
20200507,David Mundy,Fremantle,1.0,2.1,2.4,3.7,9.2,8.76,5,121,79,75,14,11,25,88.0,218,2,4,1,8,,9,6,1,4,0,0,,7,5,0,0,0,1,0,1,0,5,1,2020,5
20200507,Ben Keays,Adelaide,4.1,1.5,1.6,1.9,9.0,5.69,0,100,59,83,11,3,14,85.7,366,4,3,4,18,,7,5,0,2,0,0,,5,4,0,0,0,0,0,0,0,4,1,2020,5
20200507,Rory Sloane,Adelaide,1.3,0.3,4.8,1.9,8.4,11.86,0,93,46,81,7,9,16,75.0,217,3,2,1,7,,7,7,6,1,0,0,,1,0,0,0,0,0,0,0,1,2,0,2020,5
20200507,Rory Laird,Adelaide,2.4,4.4,1.5,0.0,8.4,7.08,0,107,87,83,14,11,25,76.0,334,2,3,1,7,,3,2,4,6,0,0,,0,0,0,0,0,0,0,0,0,4,0,2020,5
20200507,Michael Walters,Fremantle,3.9,-0.8,1.9,3.4,8.3,11.92,0,92,69,85,7,7,14,64.3,133,2,3,3,14,,9,3,1,5,0,2,,2,4,0,0,0,2,2,0,0,4,1,2020,5
20200507,James Aish,Fremantle,2.4,1.6,2.5,1.9,8.3,6.04,0,104,82,82,14,5,19,94.7,217,3,1,0,7,,5,5,8,10,3,0,,0,0,0,0,0,0,0,0,1,5,3,2020,5
20200507,Rory Lobb,Fremantle,-1.0,4.5,3.2,1.4,8.0,9.09,0,69,62,96,7,2,9,55.6,194,3,4,2,9,,5,2,0,4,0,2,,0,1,15,7,1,2,2,0,0,3,0,2020,5
20200507,Sean Darcy,Fremantle,-2.9,0.1,2.7,7.9,7.8,7.35,0,68,50,90,2,5,7,85.7,85,2,0,1,6,,4,2,2,4,1,1,,1,1,38,24,6,0,0,0,1,3,2,2020,5
20200507,Tom Lynch,Adelaide,0.3,1.6,7.4,-1.7,7.6,9.5,0,83,70,83,13,4,17,64.7,357,2,3,1,5,,4,4,1,4,0,0,,0,0,0,0,0,2,1,1,0,5,0,2020,5
20200507,Daniel Talia,Adelaide,0.5,4.2,-0.1,3.1,7.6,7.16,0,69,43,89,6,3,9,88.9,78,1,0,1,3,,2,2,4,6,3,0,,0,1,0,0,0,0,0,0,0,2,1,2020,5
20200507,Brodie Smith,Adelaide,3.1,0.1,1.5,2.8,7.4,8.24,0,72,75,73,15,5,20,85.0,399,3,5,1,8,,3,0,2,7,1,0,,1,2,0,0,0,0,0,0,0,4,0,2020,5
20200507,Shane McAdam,Adelaide,0.2,3.6,3.6,0.0,7.4,4.03,0,64,54,73,6,1,7,71.4,114,3,1,5,11,,4,1,0,3,0,2,,0,0,0,0,0,2,1,1,0,3,0,2020,5
20200507,Darcy Tucker,Fremantle,4.0,-0.2,0.1,3.5,7.4,6.44,0,85,86,70,13,3,16,68.8,489,4,3,3,16,,4,3,3,6,0,0,,2,2,0,0,0,3,2,1,0,6,2,2020,5
20200507,Brad Crouch,Adelaide,1.3,3.8,-0.1,2.3,7.2,9.0,3,110,92,85,15,12,27,77.8,369,4,8,4,9,,8,5,3,3,1,0,,6,5,0,0,0,0,0,0,0,3,1,2020,5
20200507,Brett Bewley,Fremantle,-0.2,3.3,1.3,2.1,6.6,6.05,0,68,58,73,6,4,10,80.0,159,2,2,5,17,,3,3,2,4,1,0,,2,2,0,0,0,0,0,0,0,2,1,2020,5
20200507,Lachie Schultz,Fremantle,1.4,0.1,3.4,1.6,6.5,3.56,0,64,47,81,5,3,8,62.5,84,2,3,6,19,,8,3,1,1,0,0,,0,0,0,0,0,1,0,1,0,1,0,2020,5
20200507,William Hamill,Adelaide,0.8,2.4,-0.6,3.5,6.1,3.76,0,50,51,76,8,5,13,84.6,322,1,3,1,8,,2,2,2,5,1,0,,1,1,0,0,0,0,0,0,0,2,1,2020,5
20200507,Matt Crouch,Adelaide,2.4,-0.3,2.9,1.0,6.0,9.45,0,113,90,81,10,17,27,66.7,194,3,3,5,15,,11,11,0,4,0,0,,4,6,0,0,0,0,0,0,0,2,1,2020,5
20200507,Billy Frampton,Adelaide,-0.4,0.3,5.8,-0.4,5.2,2.16,0,61,38,82,4,6,10,70.0,154,2,1,0,7,,5,4,2,4,0,1,,0,0,9,1,0,2,1,1,1,5,1,2020,5
20200507,Nathan Wilson,Fremantle,0.2,0.3,3.3,1.3,5.1,5.45,0,58,38,85,10,1,11,81.8,379,5,4,0,6,,2,2,1,3,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200507,Chayce Jones,Adelaide,2.0,-1.2,1.5,2.7,5.0,5.66,0,51,26,77,3,9,12,75.0,83,1,3,1,9,,8,7,5,0,0,0,,0,1,0,0,0,0,0,0,0,2,2,2020,5
20200507,Reece Conca,Fremantle,3.2,1.6,0.0,0.0,4.8,5.05,0,52,48,50,8,2,10,80.0,224,0,3,1,4,,2,1,2,5,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200507,Taylin Duman,Fremantle,1.0,0.6,2.9,0.2,4.8,5.15,0,53,45,71,7,2,9,88.9,202,2,2,2,12,,0,0,2,4,1,0,,0,0,0,0,0,0,0,0,1,1,0,2020,5
20200507,Jake Kelly,Adelaide,0.5,0.4,3.7,-0.2,4.4,5.76,0,56,44,92,8,1,9,66.7,179,2,5,3,9,,1,1,3,3,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200507,Ned McHenry,Adelaide,-1.3,-0.7,0.1,6.0,4.1,2.76,0,55,37,82,4,8,12,58.3,110,0,2,0,16,,6,5,0,3,0,0,,1,1,0,0,0,2,0,2,0,3,1,2020,5
20200507,Hayden Young,Fremantle,3.1,-0.2,-0.5,1.8,4.1,4.94,0,68,58,77,10,5,15,73.3,247,0,5,0,9,,2,2,2,6,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200507,Kyle Hartigan,Adelaide,1.9,0.0,1.6,0.2,3.7,3.96,0,45,29,88,4,3,7,85.7,58,1,2,1,4,,3,1,5,2,1,0,,0,0,0,0,0,0,0,0,0,2,0,2020,5
20200507,Taylor Walker,Adelaide,0.1,1.4,1.4,0.5,3.3,8.1,0,40,18,83,2,4,6,50.0,76,2,4,1,5,,4,3,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,2020,5
20200507,Stephen Hill,Fremantle,2.2,-0.7,2.1,-0.2,3.3,7.45,0,55,49,84,9,3,12,66.7,220,1,4,1,6,,2,2,3,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200507,Luke Brown,Adelaide,1.9,-0.4,0.0,1.6,3.1,5.65,0,55,41,81,7,2,9,100.0,217,1,1,1,6,,1,1,1,4,0,0,,0,0,0,0,0,0,0,0,0,2,0,2020,5
20200507,Caleb Serong,Fremantle,1.8,1.9,-0.1,-1.0,2.6,4.1,0,53,44,58,6,4,10,70.0,146,1,0,3,14,,3,1,0,2,0,0,,2,3,0,0,0,1,0,0,1,2,0,2020,5
20200507,Matt Taberner,Fremantle,0.0,0.3,-0.4,2.0,1.9,5.82,0,41,38,96,6,0,6,50.0,151,0,2,0,0,,2,0,0,5,0,2,,0,0,0,0,0,3,1,2,0,3,0,2020,5
20200507,Lachlan Murphy,Adelaide,1.1,0.0,-0.8,0.4,0.7,5.68,0,42,28,69,4,3,7,42.9,81,1,2,2,7,,3,2,2,2,1,0,,0,0,0,0,0,2,0,1,0,3,1,2020,5
20200507,Ethan Hughes,Fremantle,-0.2,0.8,0.0,0.0,0.6,6.12,0,53,63,92,9,4,13,76.9,200,0,1,1,9,,1,1,2,8,1,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200507,Ben Crocker,Adelaide,-2.8,0.0,0.3,1.8,-0.6,3.71,0,58,70,79,12,2,14,57.1,266,3,5,1,7,,4,1,2,8,0,2,,0,0,0,0,0,2,0,1,0,5,0,2020,5
20200507,Jesse Hogan,Fremantle,0.7,-0.3,0.0,-2.4,-2.0,5.0,0,42,44,91,8,1,9,66.7,150,4,2,0,5,,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,1,3,0,2020,5
20200508,Kane Lambert,Richmond,1.8,7.2,10.0,7.7,26.6,8.32,10,158,105,80,11,16,27,88.9,251,2,3,1,18,,12,10,4,6,0,0,,5,7,0,0,0,3,3,0,1,8,4,2020,5
20200508,Jack Higgins,Richmond,6.5,1.9,0.7,10.6,19.7,7.58,6,114,73,85,9,10,19,84.2,260,3,3,1,17,,10,6,8,5,3,0,,2,0,0,0,0,3,1,1,2,8,3,2020,5
20200508,Christian Petracca,Melbourne,7.6,0.3,3.8,5.2,16.8,10.19,3,111,69,89,7,20,27,85.2,322,5,3,1,19,,10,6,5,3,1,0,,2,3,0,0,0,0,0,0,3,7,1,2020,5
20200508,Max Gawn,Melbourne,-0.7,7.2,3.0,7.1,16.6,13.99,0,163,133,91,12,10,22,63.6,212,2,5,6,15,,9,3,4,5,1,1,,5,4,54,35,12,0,0,0,1,1,0,2020,5
20200508,James Harmes,Melbourne,4.3,4.1,0.6,7.6,16.6,8.73,0,95,57,78,10,9,19,84.2,352,6,4,1,15,,9,5,4,1,1,0,,4,4,0,0,0,0,0,0,0,5,1,2020,5
20200508,Tom McDonald,Melbourne,9.5,3.0,0.4,2.7,15.5,7.57,0,79,48,84,7,6,13,100.0,235,2,3,0,8,,5,4,2,5,0,1,,0,0,0,0,0,1,1,0,0,3,1,2020,5
20200508,Dustin Martin,Richmond,3.5,3.9,7.6,0.1,15.1,13.34,0,93,67,89,13,7,20,75.0,395,4,7,1,10,,7,2,0,4,0,3,,2,2,0,0,0,2,1,0,0,2,0,2020,5
20200508,Steven May,Melbourne,3.8,0.7,5.9,3.4,13.8,7.47,0,118,85,90,16,4,20,90.0,475,0,4,1,5,,5,3,7,8,3,1,,0,0,0,0,0,0,0,0,0,2,2,2020,5
20200508,Toby Nankervis,Richmond,4.6,6.6,2.1,0.0,13.2,8.94,0,86,53,47,7,5,12,58.3,133,2,1,1,11,,7,3,1,1,1,1,,3,4,28,8,3,1,1,0,0,3,1,2020,5
20200508,Dylan Grimes,Richmond,1.7,3.8,2.4,5.0,12.9,8.07,0,72,30,98,5,3,8,100.0,117,0,1,1,7,,5,2,7,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Mabior Chol,Richmond,0.3,4.6,1.9,5.1,11.9,7.26,0,65,34,66,5,3,8,75.0,169,3,1,2,10,,3,2,2,1,1,0,,2,3,25,2,2,0,0,0,1,4,2,2020,5
20200508,Aaron vandenBerg,Melbourne,0.9,0.9,6.0,3.9,11.8,6.93,0,78,55,70,6,8,14,85.7,192,4,1,3,15,,6,5,2,4,0,1,,1,0,0,0,0,0,0,0,1,3,1,2020,5
20200508,Bayley Fritsch,Melbourne,5.8,-0.6,1.5,4.7,11.4,6.63,0,82,84,75,11,5,16,56.3,367,5,6,1,3,,5,2,1,9,0,2,,0,0,0,0,0,3,2,0,1,5,1,2020,5
20200508,Michael Hibberd,Melbourne,3.6,1.8,2.9,3.0,11.3,6.63,4,103,86,88,11,14,25,68.0,327,2,5,3,11,,9,6,8,5,3,2,,1,1,0,0,0,0,0,0,0,1,0,2020,5
20200508,Clayton Oliver,Melbourne,2.2,4.6,3.0,1.5,11.3,11.77,0,96,76,81,8,18,26,73.1,252,3,5,1,22,,16,11,5,3,0,0,,8,8,0,0,0,0,0,0,0,1,0,2020,5
20200508,Noah Balta,Richmond,1.1,3.0,0.7,6.5,11.3,6.41,6,77,77,100,13,7,20,60.0,409,0,7,0,7,,5,2,10,8,6,3,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Josh Caddy,Richmond,2.0,3.2,3.6,1.8,10.6,7.77,0,96,87,86,12,7,19,84.2,353,5,1,4,8,,5,3,4,8,2,2,,1,0,0,0,0,0,0,0,0,4,0,2020,5
20200508,Shane Edwards,Richmond,2.5,3.2,2.3,2.4,10.4,10.39,0,77,51,82,7,11,18,77.8,265,2,3,2,17,,6,5,1,1,0,0,,3,3,0,0,0,0,0,0,1,4,1,2020,5
20200508,Angus Brayshaw,Melbourne,4.1,2.5,1.1,1.6,9.2,9.07,0,76,66,79,6,11,17,70.6,184,1,4,5,17,,5,3,2,2,0,0,,0,2,0,0,0,0,0,0,0,1,0,2020,5
20200508,Jake Aarts,Richmond,4.9,0.9,2.9,0.4,9.2,4.57,0,76,57,82,7,9,16,62.5,159,1,2,2,12,,8,7,3,3,0,0,,0,0,0,0,0,1,0,1,1,3,0,2020,5
20200508,Trent Cotchin,Richmond,4.4,2.2,2.5,0.0,9.1,10.04,0,74,56,57,6,8,14,71.4,191,0,3,4,14,,8,6,3,2,0,0,,3,4,0,0,0,0,0,0,0,2,2,2020,5
20200508,Daniel Rioli,Richmond,5.3,0.2,1.2,2.1,8.8,7.08,0,48,41,84,6,2,8,75.0,195,2,1,1,14,,1,1,1,4,0,0,,1,0,0,0,0,2,1,0,0,4,1,2020,5
20200508,Mitch Hannan,Melbourne,2.5,0.9,3.7,1.2,8.2,6.3,0,77,62,81,6,4,10,70.0,140,2,1,3,12,,5,3,1,2,0,0,,0,0,0,0,0,4,3,1,0,6,1,2020,5
20200508,Christian Salem,Melbourne,3.0,1.2,1.3,2.7,8.1,6.94,0,82,67,85,16,5,21,71.4,354,3,2,0,5,,6,6,6,3,1,0,,0,1,0,0,0,1,0,0,0,1,1,2020,5
20200508,Bachar Houli,Richmond,2.3,4.4,-0.9,0.4,6.2,7.47,0,88,59,84,7,12,19,73.7,246,2,4,2,9,,7,6,6,4,0,0,,0,0,0,0,0,0,0,0,0,4,2,2020,5
20200508,Dion Prestia,Richmond,3.4,-0.5,2.3,0.9,6.1,10.71,0,89,77,70,6,13,19,73.7,198,1,4,5,25,,5,4,0,5,0,0,,2,2,0,0,0,0,0,0,0,5,1,2020,5
20200508,Nathan Broad,Richmond,1.1,1.7,1.9,1.2,5.9,5.11,0,71,41,91,8,5,13,84.6,244,0,1,0,3,,5,3,6,4,1,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Ed Langdon,Melbourne,0.2,3.1,2.2,0.1,5.7,7.82,0,69,60,81,8,8,16,93.8,229,2,2,2,16,,1,1,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Jack Riewoldt,Richmond,3.0,4.7,-0.2,-2.0,5.4,7.55,0,59,51,98,7,2,9,88.9,190,2,3,2,5,,3,0,0,5,0,1,,0,0,2,1,0,2,1,0,0,5,0,2020,5
20200508,Jay Lockhart,Melbourne,1.0,1.5,0.6,2.0,5.1,5.22,0,44,39,76,4,7,11,90.9,37,0,0,1,9,,3,3,4,4,1,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Nick Vlastuin,Richmond,1.1,0.8,1.9,1.3,5.1,9.26,0,55,48,88,6,5,11,72.7,119,0,2,1,9,,3,2,4,6,2,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Jake Lever,Melbourne,-0.2,0.8,1.9,1.7,4.1,7.86,0,45,32,96,5,2,7,85.7,82,0,0,1,9,,2,2,3,3,1,0,,0,0,0,0,0,0,0,0,0,1,1,2020,5
20200508,Liam Baker,Richmond,1.5,1.4,2.6,-1.5,4.0,7.28,0,58,47,69,10,7,17,58.8,333,2,4,1,9,,5,3,7,1,1,0,,0,0,0,0,0,0,0,0,0,1,1,2020,5
20200508,Tom Lynch,Richmond,-1.8,1.7,-1.4,5.2,3.7,7.69,1,65,67,93,10,2,12,50.0,230,2,3,0,7,,4,2,0,6,0,1,,0,0,1,0,0,6,3,2,0,7,0,2020,5
20200508,Jake Melksham,Melbourne,2.1,0.0,1.1,0.1,3.3,6.36,0,24,25,89,3,0,3,66.7,73,0,2,0,5,,1,1,1,3,0,0,,0,0,0,0,0,3,2,1,0,3,1,2020,5
20200508,Kamdyn McIntosh,Richmond,0.1,-0.6,0.0,3.6,3.1,5.77,0,48,47,84,9,5,14,57.1,204,2,6,1,6,,4,4,2,2,0,0,,0,0,1,0,0,0,0,0,1,1,0,2020,5
20200508,Trent Rivers,Melbourne,0.2,0.8,2.0,-0.4,2.6,4.62,0,46,31,71,4,4,8,75.0,45,0,2,1,9,,4,3,4,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Jack Viney,Melbourne,1.0,0.3,1.8,-0.5,2.6,9.82,0,60,61,79,7,10,17,58.8,216,2,8,3,20,,6,3,1,3,0,0,,4,3,0,0,0,0,0,0,0,0,0,2020,5
20200508,Jayden Short,Richmond,0.4,0.6,2.4,-1.1,2.3,6.44,0,75,67,83,12,6,18,77.8,291,2,2,2,10,,4,3,3,3,0,0,,0,0,0,0,0,0,0,0,0,3,1,2020,5
20200508,Joel Smith,Melbourne,-0.5,1.4,1.8,-0.5,2.2,5.52,0,48,28,94,5,2,7,71.4,97,0,5,2,11,,2,1,3,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,2020,5
20200508,Kysaiah Pickett,Melbourne,0.9,-0.3,0.1,0.4,1.1,6.28,0,35,39,79,4,1,5,40.0,130,3,3,6,19,,2,1,0,1,0,1,,0,0,0,0,0,2,0,1,1,2,0,2020,5
20200508,Adam Tomlinson,Melbourne,1.5,-0.3,-0.1,-0.5,0.7,5.39,0,53,54,76,8,5,13,53.8,118,1,5,3,8,,4,2,2,2,0,0,,0,1,4,1,0,0,0,0,0,1,1,2020,5
20200508,Jason Castagna,Richmond,1.3,2.5,-4.2,0.0,-0.4,5.65,0,56,56,81,5,10,15,53.3,127,2,3,2,17,,3,2,0,2,0,0,,0,1,0,0,0,3,1,1,0,5,0,2020,5
20200508,Jayden Hunt,Melbourne,-0.3,0.5,-1.4,0.0,-1.2,7.03,0,14,15,67,3,1,4,50.0,30,0,1,1,9,,1,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,1,0,2020,5
20200509,Jeremy Finlayson,Greater Western Sydney,9.8,2.2,4.3,1.3,17.6,8.54,3,111,78,82,10,1,11,90.9,264,1,0,1,4,,4,1,2,5,0,3,,2,1,6,2,0,4,4,0,0,7,2,2020,5
20200509,Phil Davis,Greater Western Sydney,5.7,2.7,2.1,6.6,17.0,6.24,2,127,54,81,7,9,16,87.5,21,0,2,1,5,,11,5,13,5,4,4,,0,0,0,0,0,0,0,0,0,1,1,2020,5
20200509,Harry Himmelberg,Greater Western Sydney,7.1,0.9,5.7,2.6,16.5,7.68,1,122,84,83,9,0,9,66.7,207,2,2,6,18,,5,1,1,3,0,1,,0,0,0,0,0,4,4,0,1,5,1,2020,5
20200509,Jack Gunston,Hawthorn,0.0,5.6,7.8,0.5,13.8,7.33,0,118,76,91,6,6,12,66.7,98,0,3,6,12,,7,7,3,3,0,0,,0,0,0,0,0,4,3,1,0,5,0,2020,5
20200509,Nick Haynes,Greater Western Sydney,0.7,4.4,5.6,2.6,13.3,7.47,9,148,115,90,17,4,21,81.0,382,0,5,5,7,,5,1,6,11,5,1,,2,2,0,0,0,0,0,0,1,2,2,2020,5
20200509,Shane Mumford,Greater Western Sydney,1.6,0.8,7.1,3.4,12.8,6.83,0,91,48,84,2,6,8,75.0,51,0,1,2,10,,7,5,1,1,0,1,,3,4,59,19,6,1,1,0,0,4,3,2020,5
20200509,Jaeger O'Meara,Hawthorn,1.4,4.2,2.4,4.5,12.5,8.52,0,100,75,84,13,12,25,76.0,378,5,3,3,14,,11,9,2,2,0,0,,6,6,0,0,0,0,0,0,0,2,1,2020,5
20200509,Ben McEvoy,Hawthorn,0.3,1.6,7.3,2.1,11.3,10.27,0,115,81,85,5,8,13,76.9,97,1,0,2,11,,5,2,3,4,1,1,,2,1,27,17,5,2,2,0,1,5,3,2020,5
20200509,Toby Greene,Greater Western Sydney,0.0,4.5,4.9,1.4,10.8,9.23,0,106,78,94,8,10,18,50.0,286,2,2,4,8,,13,8,2,3,0,0,,1,3,0,0,0,1,1,0,0,5,1,2020,5
20200509,Chad Wingard,Hawthorn,2.0,4.7,2.4,1.4,10.5,10.36,0,76,62,83,6,6,12,50.0,190,3,3,5,23,,7,4,2,3,0,1,,2,2,0,0,0,3,0,2,0,5,1,2020,5
20200509,Jeremy Cameron,Greater Western Sydney,0.3,0.9,1.6,7.0,9.8,9.05,0,86,67,89,7,3,10,70.0,232,3,3,2,6,,3,1,0,7,0,1,,1,0,0,0,0,3,2,1,2,5,0,2020,5
20200509,Tom Mitchell,Hawthorn,1.6,3.2,1.2,3.2,9.1,10.45,0,101,69,95,11,13,24,70.8,364,4,7,2,12,,11,6,5,4,1,0,,5,7,0,0,0,0,0,0,0,1,0,2020,5
20200509,Heath Shaw,Greater Western Sydney,3.1,2.8,1.9,1.1,8.9,5.39,2,126,91,88,19,5,24,83.3,320,1,3,1,7,,4,3,4,6,0,0,,1,0,0,0,0,0,0,0,0,0,0,2020,5
