Player,Round,Vote
Harry Sheezel,6,2.0
Harry Sheezel,7,0.0
Harry Sheezel,8,0.0
Harry Sheezel,9,0.0
Harry Sheezel,10,0.0
Harry Sheezel,11,1.0
Harry Sheezel,12,0.0
Harry Sheezel,13,0.0
Harry Sheezel,14,3.0
Harry Sheezel,15,1.0
Harry Sheezel,16,3.0
Harry Sheezel,17,1.0
Harry Sheezel,18,0.0
Harry Sheezel,19,1.0
Harry Sheezel,20,0.0
Harry Sheezel,21,0.0
Harvey Langford,6,3.0
Harvey Langford,7,0.0
Harvey Langford,8,0.0
Harvey Langford,9,0.0
Harvey Langford,10,0.0
Harvey Langford,11,0.0
Harvey Langford,12,0.0
Harvey Langford,13,0.0
Harvey Langford,14,0.0
Harvey Langford,15,0.0
Harvey Langford,16,0.0
Harvey Langford,17,0.0
Harvey Langford,18,0.0
Harvey Langford,19,0.0
Harvey Langford,20,0.0
Harvey Langford,21,0.0
Hayden Young,8,2.5
Hayden Young,9,0.0
Hayden Young,10,0.0
Hayden Young,11,0.0
Hayden Young,12,0.0
Hayden Young,13,0.0
Hayden Young,14,0.0
Hayden Young,15,0.0
Hayden Young,16,0.0
Hayden Young,17,0.0
Hayden Young,18,0.0
Hayden Young,19,0.0
Hayden Young,20,0.0
Hayden Young,21,0.0
Hugh Garcia,5,1.0
Hugh Garcia,6,0.0
Hugh Garcia,7,2.0
Hugh Garcia,8,0.0
Hugh Garcia,9,0.0
Hugh Garcia,10,3.0
Hugh Garcia,11,0.0
Hugh Garcia,12,0.0
Hugh Garcia,13,0.0
Hugh Garcia,14,0.0
Hugh Garcia,15,0.0
Hugh Garcia,16,0.0
Hugh Garcia,17,0.0
Hugh Garcia,18,1.0
Hugh Garcia,19,0.0
Hugh Garcia,20,0.0
Hugh Garcia,21,0.0
Hugh Mccluggage,0,0.0
Hugh Mccluggage,1,0.0
Hugh Mccluggage,2,0.0
Hugh Mccluggage,3,0.0
Hugh Mccluggage,4,0.0
Hugh Mccluggage,5,0.0
Hugh Mccluggage,6,0.0
Hugh Mccluggage,7,0.0
Hugh Mccluggage,8,1.0
Hugh Mccluggage,9,1.0
Hugh Mccluggage,10,0.0
Hugh Mccluggage,11,0.0
Hugh Mccluggage,12,0.0
Hugh Mccluggage,13,0.0
Hugh Mccluggage,14,0.0
Hugh Mccluggage,15,0.0
Hugh Mccluggage,16,0.0
Hugh Mccluggage,17,0.0
Hugh Mccluggage,18,0.0
Hugh Mccluggage,19,0.0
Hugh Mccluggage,20,1.0
Hugh Mccluggage,21,0.0
Isaac Heeney,0,0.0
Isaac Heeney,1,0.0
Isaac Heeney,2,0.0
Isaac Heeney,3,0.0
Isaac Heeney,4,3.0
Isaac Heeney,5,3.0
Isaac Heeney,6,0.0
Isaac Heeney,7,0.0
Isaac Heeney,8,1.0
Isaac Heeney,9,2.5
Isaac Heeney,10,0.0
Isaac Heeney,11,0.0
Isaac Heeney,12,2.5
Isaac Heeney,13,2.0
Isaac Heeney,14,2.0
Isaac Heeney,15,0.0
Isaac Heeney,16,0.0
Isaac Heeney,17,2.0
Isaac Heeney,18,0.0
Isaac Heeney,19,0.0
Isaac Heeney,20,0.0
Isaac Heeney,21,1.0
Izak Rankine,9,2.0
Izak Rankine,10,3.0
Izak Rankine,11,0.0
Izak Rankine,12,0.0
Izak Rankine,13,0.0
Izak Rankine,14,0.0
Izak Rankine,15,0.0
Izak Rankine,16,0.0
Izak Rankine,17,2.0
Izak Rankine,18,3.0
Izak Rankine,19,2.0
Izak Rankine,20,0.0
Izak Rankine,21,1.5
Jack Crisp,0,0.0
Jack Crisp,1,0.0
Jack Crisp,2,0.0
Jack Crisp,3,0.0
Jack Crisp,4,0.0
Jack Crisp,5,0.0
Jack Crisp,6,0.0
Jack Crisp,7,0.0
Jack Crisp,8,0.0
Jack Crisp,9,0.0
Jack Crisp,10,0.0
Jack Crisp,11,2.0
Jack Crisp,12,0.0
Jack Crisp,13,0.0
Jack Crisp,14,0.0
Jack Crisp,15,0.0
Jack Crisp,16,0.0
Jack Crisp,17,0.0
Jack Crisp,18,0.0
Jack Crisp,19,0.0
Jack Crisp,20,0.0
Jack Crisp,21,0.0
Jack Darling,14,1.5
Jack Darling,15,0.0
Jack Darling,16,0.0
Jack Darling,17,0.0
Jack Darling,18,0.0
Jack Darling,19,0.0
Jack Darling,20,0.0
Jack Darling,21,0.0
Jack Ginnivan,5,3.0
Jack Ginnivan,6,0.0
Jack Ginnivan,7,0.0
Jack Ginnivan,8,0.0
Jack Ginnivan,9,0.0
Jack Ginnivan,10,0.0
Jack Ginnivan,11,0.0
Jack Ginnivan,12,0.0
Jack Ginnivan,13,0.0
Jack Ginnivan,14,0.0
Jack Ginnivan,15,0.0
Jack Ginnivan,16,2.0
Jack Ginnivan,17,0.0
Jack Ginnivan,18,3.0
Jack Ginnivan,19,0.0
Jack Ginnivan,20,0.0
Jack Ginnivan,21,0.0
Jack Gunston,0,0.0
Jack Gunston,1,2.5
Jack Gunston,2,0.0
Jack Gunston,3,0.0
Jack Gunston,4,0.0
Jack Gunston,5,0.0
Jack Gunston,6,0.0
Jack Gunston,7,1.5
Jack Gunston,8,0.0
Jack Gunston,9,1.0
Jack Gunston,10,0.0
Jack Gunston,11,0.0
Jack Gunston,12,1.0
Jack Gunston,13,0.0
Jack Gunston,14,0.0
Jack Gunston,15,0.0
Jack Gunston,16,0.0
Jack Gunston,17,0.0
Jack Gunston,18,0.0
Jack Gunston,19,0.0
Jack Gunston,20,3.0
Jack Gunston,21,0.0
Jack Higgins,7,1.0
Jack Higgins,8,0.0
Jack Higgins,9,0.0
Jack Higgins,10,0.0
Jack Higgins,11,0.0
Jack Higgins,12,0.0
Jack Higgins,13,0.0
Jack Higgins,14,0.0
Jack Higgins,15,0.0
Jack Higgins,16,0.0
Jack Higgins,17,0.0
Jack Higgins,18,0.0
Jack Higgins,19,0.0
Jack Higgins,20,0.0
Jack Higgins,21,0.0
Jack Macrae,0,0.0
Jack Macrae,1,0.0
Jack Macrae,2,0.0
Jack Macrae,3,0.0
Jack Macrae,4,0.0
Jack Macrae,5,0.0
Jack Macrae,6,0.0
Jack Macrae,7,0.0
Jack Macrae,8,0.0
Jack Macrae,9,0.0
Jack Macrae,10,1.0
Jack Macrae,11,0.0
Jack Macrae,12,0.0
Jack Macrae,13,0.0
Jack Macrae,14,0.0
Jack Macrae,15,0.0
Jack Macrae,16,0.0
Jack Macrae,17,0.0
Jack Macrae,18,0.0
Jack Macrae,19,0.0
Jack Macrae,20,0.0
Jack Macrae,21,0.0
Jack Ross,8,2.5
Jack Ross,9,0.0
Jack Ross,10,0.0
Jack Ross,11,0.0
Jack Ross,12,0.0
Jack Ross,13,0.0
Jack Ross,14,0.0
Jack Ross,15,0.0
Jack Ross,16,0.0
Jack Ross,17,0.0
Jack Ross,18,0.0
Jack Ross,19,0.0
Jack Ross,20,0.0
Jack Ross,21,0.0
Jack Sinclair,0,1.5
Jack Sinclair,1,0.0
Jack Sinclair,2,3.0
Jack Sinclair,3,0.0
Jack Sinclair,4,0.0
Jack Sinclair,5,0.0
Jack Sinclair,6,0.0
Jack Sinclair,7,0.0
Jack Sinclair,8,1.0
Jack Sinclair,9,0.0
Jack Sinclair,10,0.0
Jack Sinclair,11,0.0
Jack Sinclair,12,0.0
Jack Sinclair,13,0.0
Jack Sinclair,14,0.0
Jack Sinclair,15,0.0
Jack Sinclair,16,0.0
Jack Sinclair,17,0.0
Jack Sinclair,18,0.0
Jack Sinclair,19,0.0
Jack Sinclair,20,0.0
Jack Sinclair,21,0.0
Jack Steele,0,0.0
Jack Steele,1,0.0
Jack Steele,2,0.0
Jack Steele,3,0.0
Jack Steele,4,3.0
Jack Steele,5,0.0
Jack Steele,6,0.0
Jack Steele,7,1.0
Jack Steele,8,0.0
Jack Steele,9,0.0
Jack Steele,10,2.0
Jack Steele,11,0.0
Jack Steele,12,0.0
Jack Steele,13,0.0
Jack Steele,14,0.0
Jack Steele,15,0.0
Jack Steele,16,0.0
Jack Steele,17,0.0
Jack Steele,18,1.0
Jack Steele,19,0.0
Jack Steele,20,1.0
Jack Steele,21,0.0
Jacob Hopper,0,0.0
Jacob Hopper,1,0.0
Jacob Hopper,2,0.0
Jacob Hopper,3,0.0
Jacob Hopper,4,0.0
Jacob Hopper,5,0.0
Jacob Hopper,6,0.0
Jacob Hopper,7,0.0
Jacob Hopper,8,0.0
Jacob Hopper,9,0.0
Jacob Hopper,10,0.0
Jacob Hopper,11,0.0
Jacob Hopper,12,0.0
Jacob Hopper,13,0.0
Jacob Hopper,14,0.0
Jacob Hopper,15,0.0
Jacob Hopper,16,0.0
Jacob Hopper,17,0.0
Jacob Hopper,18,0.0
Jacob Hopper,19,0.0
Jacob Hopper,20,0.0
Jacob Hopper,21,0.0
Jacob Van Rooyen,0,0.0
Jacob Van Rooyen,1,2.0
Jacob Van Rooyen,2,0.0
Jacob Van Rooyen,3,0.0
Jacob Van Rooyen,4,0.0
Jacob Van Rooyen,5,0.0
Jacob Van Rooyen,6,0.0
Jacob Van Rooyen,7,0.0
Jacob Van Rooyen,8,0.0
Jacob Van Rooyen,9,2.0
Jacob Van Rooyen,10,0.0
Jacob Van Rooyen,11,0.0
Jacob Van Rooyen,12,0.0
Jacob Van Rooyen,13,0.0
Jacob Van Rooyen,14,0.0
Jacob Van Rooyen,15,0.0
Jacob Van Rooyen,16,0.0
Jacob Van Rooyen,17,3.0
Jacob Van Rooyen,18,3.0
Jacob Van Rooyen,19,0.0
Jacob Van Rooyen,20,0.0
Jacob Van Rooyen,21,0.0
Jade Gresham,0,0.0
Jade Gresham,1,0.0
Jade Gresham,2,0.0
Jade Gresham,3,0.0
Jade Gresham,4,0.0
Jade Gresham,5,0.0
Jade Gresham,6,0.0
Jade Gresham,7,0.0
Jade Gresham,8,0.0
Jade Gresham,9,0.0
Jade Gresham,10,0.0
Jade Gresham,11,0.0
Jade Gresham,12,0.0
Jade Gresham,13,0.0
Jade Gresham,14,0.0
Jade Gresham,15,0.0
Jade Gresham,16,0.0
Jade Gresham,17,0.0
Jade Gresham,18,0.0
Jade Gresham,19,0.0
Jade Gresham,20,0.0
Jade Gresham,21,0.0
Jagga Smith,0,0.0
Jagga Smith,1,2.0
Jagga Smith,2,0.0
Jagga Smith,3,0.0
Jagga Smith,4,0.0
Jagga Smith,5,0.0
Jagga Smith,6,0.0
Jagga Smith,7,0.0
Jagga Smith,8,0.0
Jagga Smith,9,0.0
Jagga Smith,10,0.0
Jagga Smith,11,0.0
Jagga Smith,12,0.0
Jagga Smith,13,0.0
Jagga Smith,14,0.0
Jagga Smith,15,0.0
Jagga Smith,16,0.0
Jagga Smith,17,2.0
Jagga Smith,18,0.0
Jagga Smith,19,0.0
Jagga Smith,20,2.0
Jagga Smith,21,3.0
Jai Newcombe,0,0.0
Jai Newcombe,1,0.0
Jai Newcombe,2,2.0
Jai Newcombe,3,0.0
Jai Newcombe,4,2.0
Jai Newcombe,5,1.5
Jai Newcombe,6,0.0
Jai Newcombe,7,3.0
Jai Newcombe,8,1.0
Jai Newcombe,9,0.0
Jai Newcombe,10,0.0
Jai Newcombe,11,0.0
Jai Newcombe,12,0.0
Jai Newcombe,13,3.0
Jai Newcombe,14,0.0
Jai Newcombe,15,3.0
Jai Newcombe,16,2.0
Jai Newcombe,17,0.0
Jai Newcombe,18,0.0
Jai Newcombe,19,0.0
Jai Newcombe,20,0.0
Jai Newcombe,21,3.0
Jake Bowey,18,2.0
Jake Bowey,19,0.0
Jake Bowey,20,0.0
Jake Bowey,21,0.0
Jake Melksham,4,1.0
Jake Melksham,5,0.0
Jake Melksham,6,0.0
Jake Melksham,7,0.0
Jake Melksham,8,0.0
Jake Melksham,9,0.0
Jake Melksham,10,0.0
Jake Melksham,11,0.0
Jake Melksham,12,0.0
Jake Melksham,13,0.0
Jake Melksham,14,0.0
Jake Melksham,15,0.0
Jake Melksham,16,0.0
Jake Melksham,17,0.0
Jake Melksham,18,0.0
Jake Melksham,19,0.0
Jake Melksham,20,0.0
Jake Melksham,21,0.0
Jake Stringer,0,3.0
Jake Stringer,1,0.0
Jake Stringer,2,0.0
Jake Stringer,3,0.0
Jake Stringer,4,0.0
Jake Stringer,5,0.0
Jake Stringer,6,0.0
Jake Stringer,7,0.0
Jake Stringer,8,0.0
Jake Stringer,9,0.0
Jake Stringer,10,0.0
Jake Stringer,11,0.0
Jake Stringer,12,0.0
Jake Stringer,13,0.0
Jake Stringer,14,0.0
Jake Stringer,15,0.0
Jake Stringer,16,0.0
Jake Stringer,17,3.0
Jake Stringer,18,0.0
Jake Stringer,19,0.0
Jake Stringer,20,0.0
Jake Stringer,21,0.0
Jake Waterman,3,3.0
Jake Waterman,4,0.0
Jake Waterman,5,0.0
Jake Waterman,6,0.0
Jake Waterman,7,0.0
Jake Waterman,8,0.0
Jake Waterman,9,0.0
Jake Waterman,10,0.0
Jake Waterman,11,0.0
Jake Waterman,12,2.0
Jake Waterman,13,0.0
Jake Waterman,14,0.0
Jake Waterman,15,0.0
Jake Waterman,16,0.0
Jake Waterman,17,0.0
Jake Waterman,18,0.0
Jake Waterman,19,0.0
Jake Waterman,20,0.0
Jake Waterman,21,0.0
James Peatling,4,1.0
James Peatling,5,0.0
James Peatling,6,0.0
James Peatling,7,0.0
James Peatling,8,0.0
James Peatling,9,0.0
James Peatling,10,0.0
James Peatling,11,0.0
James Peatling,12,0.0
James Peatling,13,0.0
James Peatling,14,0.0
James Peatling,15,0.0
James Peatling,16,0.0
James Peatling,17,0.0
James Peatling,18,0.0
James Peatling,19,0.0
James Peatling,20,0.0
James Peatling,21,0.0
James Sicily,12,3.0
James Sicily,13,0.0
James Sicily,14,0.0
James Sicily,15,0.0
James Sicily,16,0.0
James Sicily,17,0.0
James Sicily,18,0.0
James Sicily,19,0.0
James Sicily,20,0.0
James Sicily,21,0.0
Jarman Impey,11,2.0
Jarman Impey,12,0.0
Jarman Impey,13,0.0
Jarman Impey,14,0.0
Jarman Impey,15,0.0
Jarman Impey,16,0.0
Jarman Impey,17,0.0
Jarman Impey,18,0.0
Jarman Impey,19,1.5
Jarman Impey,20,2.0
Jarman Impey,21,1.0
Jarrod Berry,3,2.0
Jarrod Berry,4,0.0
Jarrod Berry,5,0.0
Jarrod Berry,6,0.0
Jarrod Berry,7,0.0
Jarrod Berry,8,0.0
Jarrod Berry,9,0.0
Jarrod Berry,10,0.0
Jarrod Berry,11,0.0
Jarrod Berry,12,0.0
Jarrod Berry,13,0.0
Jarrod Berry,14,0.0
Jarrod Berry,15,0.0
Jarrod Berry,16,0.0
Jarrod Berry,17,0.0
Jarrod Berry,18,0.0
Jarrod Berry,19,0.0
Jarrod Berry,20,0.0
Jarrod Berry,21,0.0
Jarrod Witts,0,0.0
Jarrod Witts,1,1.0
Jarrod Witts,2,0.0
Jarrod Witts,3,0.0
Jarrod Witts,4,0.0
Jarrod Witts,5,0.0
Jarrod Witts,6,0.0
Jarrod Witts,7,0.0
Jarrod Witts,8,0.0
Jarrod Witts,9,0.0
Jarrod Witts,10,0.0
Jarrod Witts,11,0.0
Jarrod Witts,12,0.0
Jarrod Witts,13,0.0
Jarrod Witts,14,0.0
Jarrod Witts,15,0.0
Jarrod Witts,16,0.0
Jarrod Witts,17,0.0
Jarrod Witts,18,0.0
Jarrod Witts,19,0.0
Jarrod Witts,20,0.0
Jarrod Witts,21,0.0
Jase Burgoyne,7,0.5
Jase Burgoyne,8,0.0
Jase Burgoyne,9,0.0
Jase Burgoyne,10,0.0
Jase Burgoyne,11,0.0
Jase Burgoyne,12,0.0
Jase Burgoyne,13,0.0
Jase Burgoyne,14,0.0
Jase Burgoyne,15,0.0
Jase Burgoyne,16,0.0
Jase Burgoyne,17,0.0
Jase Burgoyne,18,0.0
Jase Burgoyne,19,0.0
Jase Burgoyne,20,0.0
Jase Burgoyne,21,0.0
Jason Horne Francis,0,0.0
Jason Horne Francis,1,0.0
Jason Horne Francis,2,2.5
Jason Horne Francis,3,0.0
Jason Horne Francis,4,0.0
Jason Horne Francis,5,0.0
Jason Horne Francis,6,1.5
Jason Horne Francis,7,3.0
Jason Horne Francis,8,0.0
Jason Horne Francis,9,0.0
Jason Horne Francis,10,0.0
Jason Horne Francis,11,3.0
Jason Horne Francis,12,0.0
Jason Horne Francis,13,2.0
Jason Horne Francis,14,0.0
Jason Horne Francis,15,0.0
Jason Horne Francis,16,2.0
Jason Horne Francis,17,2.0
Jason Horne Francis,18,0.0
Jason Horne Francis,19,0.0
Jason Horne Francis,20,0.0
Jason Horne Francis,21,1.0
Jayden Short,0,0.0
Jayden Short,1,1.0
Jayden Short,2,0.0
Jayden Short,3,0.0
Jayden Short,4,0.0
Jayden Short,5,0.0
Jayden Short,6,0.0
Jayden Short,7,0.0
Jayden Short,8,0.0
Jayden Short,9,0.0
Jayden Short,10,0.0
Jayden Short,11,0.0
Jayden Short,12,0.0
Jayden Short,13,0.0
Jayden Short,14,0.0
Jayden Short,15,0.0
Jayden Short,16,0.0
Jayden Short,17,0.0
Jayden Short,18,0.0
Jayden Short,19,0.0
Jayden Short,20,0.0
Jayden Short,21,0.0
Jeremy Cameron,0,0.0
Jeremy Cameron,1,0.0
Jeremy Cameron,2,0.0
Jeremy Cameron,3,0.0
Jeremy Cameron,4,0.0
Jeremy Cameron,5,0.0
Jeremy Cameron,6,3.0
Jeremy Cameron,7,0.0
Jeremy Cameron,8,0.0
Jeremy Cameron,9,0.0
Jeremy Cameron,10,0.0
Jeremy Cameron,11,1.0
Jeremy Cameron,12,0.0
Jeremy Cameron,13,0.0
Jeremy Cameron,14,0.0
Jeremy Cameron,15,0.0
Jeremy Cameron,16,0.0
Jeremy Cameron,17,0.0
Jeremy Cameron,18,0.0
Jeremy Cameron,19,0.0
Jeremy Cameron,20,0.0
Jeremy Cameron,21,0.0
Joe Richards,19,1.0
Joe Richards,20,0.0
Joe Richards,21,0.0
Joel Amartey,0,0.0
Joel Amartey,1,3.0
Joel Amartey,2,0.0
Joel Amartey,3,0.0
Joel Amartey,4,0.0
Joel Amartey,5,0.0
Joel Amartey,6,0.0
Joel Amartey,7,0.0
Joel Amartey,8,0.0
Joel Amartey,9,0.0
Joel Amartey,10,0.0
Joel Amartey,11,0.0
Joel Amartey,12,0.0
Joel Amartey,13,0.0
Joel Amartey,14,0.0
Joel Amartey,15,0.0
Joel Amartey,16,0.0
Joel Amartey,17,0.0
Joel Amartey,18,0.0
Joel Amartey,19,0.0
Joel Amartey,20,0.0
Joel Amartey,21,0.0
Joel Freijah,2,3.0
Joel Freijah,3,0.0
Joel Freijah,4,0.0
Joel Freijah,5,0.0
Joel Freijah,6,0.0
Joel Freijah,7,0.0
Joel Freijah,8,0.0
Joel Freijah,9,0.0
Joel Freijah,10,0.0
Joel Freijah,11,0.0
Joel Freijah,12,0.0
Joel Freijah,13,0.0
Joel Freijah,14,0.0
Joel Freijah,15,0.0
Joel Freijah,16,0.0
Joel Freijah,17,0.0
Joel Freijah,18,0.0
Joel Freijah,19,0.0
Joel Freijah,20,0.0
Joel Freijah,21,0.0
John Noble,8,2.5
John Noble,9,1.0
John Noble,10,1.0
John Noble,11,0.0
John Noble,12,0.0
John Noble,13,1.0
John Noble,14,0.0
John Noble,15,0.0
John Noble,16,0.0
John Noble,17,0.0
John Noble,18,0.0
John Noble,19,0.0
John Noble,20,0.0
John Noble,21,0.0
Jordan Clark,6,3.0
Jordan Clark,7,0.0
Jordan Clark,8,0.0
Jordan Clark,9,0.0
Jordan Clark,10,0.0
Jordan Clark,11,0.0
Jordan Clark,12,2.0
Jordan Clark,13,0.0
Jordan Clark,14,0.0
Jordan Clark,15,0.0
Jordan Clark,16,0.0
Jordan Clark,17,0.0
Jordan Clark,18,0.0
Jordan Clark,19,0.0
Jordan Clark,20,0.0
Jordan Clark,21,0.0
Jordan Dawson,0,0.0
Jordan Dawson,1,0.0
Jordan Dawson,2,0.0
Jordan Dawson,3,0.0
Jordan Dawson,4,0.0
Jordan Dawson,5,1.0
Jordan Dawson,6,0.0
Jordan Dawson,7,0.0
Jordan Dawson,8,0.0
Jordan Dawson,9,3.0
Jordan Dawson,10,2.0
Jordan Dawson,11,1.0
Jordan Dawson,12,0.0
Jordan Dawson,13,3.0
Jordan Dawson,14,3.0
Jordan Dawson,15,0.0
Jordan Dawson,16,0.0
Jordan Dawson,17,3.0
Jordan Dawson,18,2.0
Jordan Dawson,19,0.0
Jordan Dawson,20,0.0
Jordan Dawson,21,1.5
Jordan De Goey,0,0.0
Jordan De Goey,1,0.0
Jordan De Goey,2,0.0
Jordan De Goey,3,0.0
Jordan De Goey,4,0.0
Jordan De Goey,5,0.0
Jordan De Goey,6,0.0
Jordan De Goey,7,0.0
Jordan De Goey,8,0.0
Jordan De Goey,9,0.0
Jordan De Goey,10,0.0
Jordan De Goey,11,0.0
Jordan De Goey,12,3.0
Jordan De Goey,13,0.0
Jordan De Goey,14,0.0
Jordan De Goey,15,3.0
Jordan De Goey,16,1.0
Jordan De Goey,17,0.0
Jordan De Goey,18,0.0
Jordan De Goey,19,0.0
Jordan De Goey,20,0.0
Jordan De Goey,21,0.0
Josh Daicos,0,1.5
Josh Daicos,1,0.0
Josh Daicos,2,0.0
Josh Daicos,3,1.0
Josh Daicos,4,0.0
Josh Daicos,5,0.0
Josh Daicos,6,0.0
Josh Daicos,7,1.0
Josh Daicos,8,0.0
Josh Daicos,9,0.0
Josh Daicos,10,0.0
Josh Daicos,11,0.0
Josh Daicos,12,0.0
Josh Daicos,13,0.0
Josh Daicos,14,0.0
Josh Daicos,15,1.0
Josh Daicos,16,0.0
Josh Daicos,17,0.0
Josh Daicos,18,3.0
Josh Daicos,19,0.0
Josh Daicos,20,0.0
Josh Daicos,21,0.0
Josh Dunkley,0,0.0
Josh Dunkley,1,0.0
Josh Dunkley,2,0.0
Josh Dunkley,3,0.0
Josh Dunkley,4,0.0
Josh Dunkley,5,0.0
Josh Dunkley,6,0.0
Josh Dunkley,7,0.0
Josh Dunkley,8,0.0
Josh Dunkley,9,0.0
Josh Dunkley,10,0.0
Josh Dunkley,11,0.0
Josh Dunkley,12,0.0
Josh Dunkley,13,0.0
Josh Dunkley,14,0.0
Josh Dunkley,15,0.0
Josh Dunkley,16,1.5
Josh Dunkley,17,0.0
Josh Dunkley,18,0.0
Josh Dunkley,19,0.0
Josh Dunkley,20,0.0
Josh Dunkley,21,0.0
Josh Kelly,0,0.0
Josh Kelly,1,0.0
Josh Kelly,2,0.0
Josh Kelly,3,0.0
Josh Kelly,4,0.0
Josh Kelly,5,0.0
Josh Kelly,6,0.0
Josh Kelly,7,0.0
Josh Kelly,8,0.0
Josh Kelly,9,0.0
Josh Kelly,10,0.0
