"Season","Round","Date","Local.start.time","Venue","Attendance","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Disposals","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","HQETG","HQETB","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","AQETG","AQETB","Away.score","HQ1P","HQ2P","HQ3P","HQ4P","HQETP","AQ1P","AQ2P","AQ3P","AQ4P","AQETP","Player","Team","url","Age","Career.Games","Coach","DOB","Home.Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Callum","Brown",12910,"46","Greater Western Sydney",7,4,4,11,0,1,0,3,2,2,0,4,2,2,NA,4,7,0,1,0,0,0,82,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Callum Brown","GWS","https://afltables.com/afl/stats/players/C/Callum_Brown1.html",25.6132785763176,68,"Kingsley, Adam","15-Aug-2000","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Finn","Callaghan",12969,"17","Greater Western Sydney",14,6,21,35,0,0,0,4,3,7,3,2,1,1,NA,6,30,1,0,0,0,0,80,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Finn Callaghan","GWS","https://afltables.com/afl/stats/players/F/Finn_Callaghan.html",22.9171800136893,75,"Kingsley, Adam","26-Apr-2003","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Stephen","Coniglio",12028,"3","Greater Western Sydney",6,6,7,13,0,1,0,1,0,1,1,1,1,1,NA,3,11,0,1,0,2,0,56,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Stephen Coniglio","GWS","https://afltables.com/afl/stats/players/S/Stephen_Coniglio.html",32.2792607802875,231,"Kingsley, Adam","15-Dec-1993","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Josaia","Delana",13222,"38","Greater Western Sydney",1,1,2,3,0,0,0,3,0,1,0,0,0,0,NA,0,3,0,0,0,0,0,65,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Josaia Delana","GWS","https://afltables.com/afl/stats/players/J/Josaia_Delana.html",19.7364818617385,7,"Kingsley, Adam","1-Jul-2006","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Joe","Fonti",13164,"37","Greater Western Sydney",12,10,9,21,0,0,0,2,2,2,0,4,0,1,NA,2,19,0,0,5,0,0,79,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Joe Fonti","GWS","https://afltables.com/afl/stats/players/J/Joe_Fonti.html",21.2546201232033,26,"Kingsley, Adam","24-Dec-2004","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Phoenix","Gothard",13279,"11","Greater Western Sydney",5,1,14,19,1,0,0,3,0,2,3,3,1,2,NA,6,15,0,0,0,1,0,76,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Phoenix Gothard","GWS","https://afltables.com/afl/stats/players/P/Phoenix_Gothard.html",20.5503080082136,4,"Kingsley, Adam","7-Sep-2005","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Toby","Greene",12025,"4","Greater Western Sydney",8,2,13,21,1,0,0,1,1,5,5,2,0,2,NA,11,12,0,1,1,0,0,84,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Toby Greene","GWS","https://afltables.com/afl/stats/players/T/Toby_Greene.html",32.5010266940452,265,"Kingsley, Adam","25-Sep-1993","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Max","Gruzewski",13158,"35","Greater Western Sydney",5,2,0,5,1,0,0,2,0,3,0,1,0,0,NA,0,4,0,0,3,0,0,67,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Max Gruzewski","GWS","https://afltables.com/afl/stats/players/M/Max_Gruzewski.html",21.6817248459959,15,"Kingsley, Adam","21-Jul-2004","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Oliver","Hannaford",NA,"13","Greater Western Sydney",5,3,3,8,0,0,0,1,0,2,0,3,1,1,NA,2,6,0,0,0,0,0,53,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,NA,"GWS","https://afltables.com/afl/stats/players/O/Oliver_Hannaford.html",19.5667351129363,1,"Kingsley, Adam",NA,"Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Harry","Himmelberg",12462,"27","Greater Western Sydney",11,6,2,13,0,0,0,1,0,3,0,1,0,0,NA,1,10,1,0,6,1,0,96,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Harry Himmelberg","GWS","https://afltables.com/afl/stats/players/H/Harry_Himmelberg.html",29.8843258042437,205,"Kingsley, Adam","8-May-1996","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Jesse","Hogan",12321,"23","Greater Western Sydney",4,4,0,4,0,1,0,0,0,0,0,2,0,1,NA,0,4,0,3,1,0,0,80,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Jesse Hogan","GWS","https://afltables.com/afl/stats/players/J/Jesse_Hogan.html",31.1177275838467,185,"Kingsley, Adam","12-Feb-1995","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Connor","Idun",12750,"39","Greater Western Sydney",14,7,9,23,0,0,0,0,7,1,0,0,0,0,NA,6,16,0,0,4,0,0,100,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Connor Idun","GWS","https://afltables.com/afl/stats/players/C/Connor_Idun.html",25.6598220396988,121,"Kingsley, Adam","29-Jul-2000","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Jayden","Laverde",12377,"25","Greater Western Sydney",11,9,6,17,0,0,0,2,4,0,0,0,0,0,NA,4,12,1,0,8,0,0,95,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Jayden Laverde","GWS","https://afltables.com/afl/stats/players/J/Jayden_Laverde.html",29.9555099247091,149,"Kingsley, Adam","12-Apr-1996","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"James","Leake",13174,"30","Greater Western Sydney",9,6,7,16,0,0,0,1,2,2,0,1,0,0,NA,3,13,0,0,0,0,0,69,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"James Leake","GWS","https://afltables.com/afl/stats/players/J/James_Leake.html",20.4818617385353,4,"Kingsley, Adam","2-Oct-2005","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Xavier","OHalloran",12821,"33","Greater Western Sydney",9,5,7,16,0,1,0,2,2,2,0,5,0,1,NA,5,10,0,1,0,0,1,77,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Xavier OHalloran","GWS","https://afltables.com/afl/stats/players/X/Xavier_OHalloran.html",25.7091033538672,94,"Kingsley, Adam","11-Jul-2000","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Clayton","Oliver",12410,"10","Greater Western Sydney",11,3,26,37,0,1,0,2,3,4,9,3,1,0,NA,16,20,0,0,0,0,0,81,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Clayton Oliver","GWS","https://afltables.com/afl/stats/players/C/Clayton_Oliver.html",28.6789869952088,209,"Kingsley, Adam","22-Jul-1997","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Jake","Riccardi",12834,"26","Greater Western Sydney",9,7,7,16,1,1,5,0,0,1,0,3,1,1,NA,3,14,1,3,1,0,1,77,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Jake Riccardi","GWS","https://afltables.com/afl/stats/players/J/Jake_Riccardi.html",26.3832991101985,93,"Kingsley, Adam","7-Nov-1999","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Jake","Stringer",12167,"20","Greater Western Sydney",10,7,3,13,2,2,0,3,0,5,0,4,2,1,NA,7,7,0,2,1,0,1,81,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Jake Stringer","GWS","https://afltables.com/afl/stats/players/J/Jake_Stringer.html",31.9199178644764,231,"Kingsley, Adam","25-Apr-1994","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Harvey","Thomas",13101,"1","Greater Western Sydney",12,5,15,27,1,0,0,3,2,2,3,0,1,0,NA,8,20,0,1,0,0,0,82,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Harvey Thomas","GWS","https://afltables.com/afl/stats/players/H/Harvey_Thomas.html",20.6324435318275,44,"Kingsley, Adam","8-Aug-2005","Away"
2026,"4",2026-03-27,1940,"Docklands",41607,"Lachie","Whitfield",12143,"6","Greater Western Sydney",20,7,19,39,0,0,0,3,2,5,2,4,1,1,NA,10,25,0,0,2,0,1,82,NA,"Nick Foot"," Matt Stevic"," Brendan Hosking"," Craig Fleer","Collingwood",5,1,6,3,9,5,13,9,NA,NA,87,"Greater Western Sydney",2,5,4,6,5,10,7,12,NA,NA,54,31,39,59,87,NA,17,30,40,54,NA,"Lachie Whitfield","GWS","https://afltables.com/afl/stats/players/L/Lachie_Whitfield.html",31.6899383983573,261,"Kingsley, Adam","18-Jul-1994","Away"
2026,"4",2026-03-28,1235,"Docklands",31854,"Dan","Butler",12490,"16","St Kilda",6,3,3,9,0,0,0,2,0,3,0,2,0,1,NA,4,5,1,0,0,0,1,59,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Dan Butler","St Kilda","https://afltables.com/afl/stats/players/D/Dan_Butler.html",29.8158795345654,152,"Lyon, Ross","3-Jun-1996","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Jack","Carroll",12976,"18","St Kilda",5,5,5,10,0,0,0,4,1,1,0,4,0,1,NA,3,7,1,0,1,0,0,82,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Jack Carroll","St Kilda","https://afltables.com/afl/stats/players/J/Jack_Carroll1.html",23.2683093771389,28,"Lyon, Ross","20-Dec-2002","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Tom","De Koning",12674,"21","St Kilda",4,1,7,11,0,0,34,0,0,3,3,3,2,3,NA,8,5,0,0,3,0,0,70,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Tom De Koning","St Kilda","https://afltables.com/afl/stats/players/T/Tom_De_Koning.html",26.6981519507187,104,"Lyon, Ross","16-Jul-1999","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Sam","Flanders",12824,"9","St Kilda",8,6,14,22,0,1,0,6,2,4,2,2,2,1,NA,8,14,0,1,1,0,0,79,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Sam Flanders","St Kilda","https://afltables.com/afl/stats/players/S/Sam_Flanders.html",24.6762491444216,93,"Lyon, Ross","24-Jul-2001","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Hugo","Garcia",13125,"34","St Kilda",1,0,11,12,0,0,0,10,0,1,3,3,0,1,NA,5,7,0,0,2,0,0,75,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Hugo Garcia","St Kilda","https://afltables.com/afl/stats/players/H/Hugo_Garcia.html",20.8487337440109,30,"Lyon, Ross","22-May-2005","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Max","Hall",13193,"40","St Kilda",9,6,8,17,0,2,0,4,0,6,3,2,1,1,NA,9,8,1,1,2,0,0,86,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Max Hall","St Kilda","https://afltables.com/afl/stats/players/M/Max_Hall.html",23.9500342231348,27,"Lyon, Ross","15-Apr-2002","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Jack","Higgins",12609,"1","St Kilda",8,3,2,10,2,2,0,3,0,0,0,0,2,0,NA,7,4,0,3,1,0,1,83,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Jack Higgins","St Kilda","https://afltables.com/afl/stats/players/J/Jack_Higgins.html",27.0246406570842,149,"Lyon, Ross","19-Mar-1999","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Bradley","Hill",12060,"8","St Kilda",13,5,8,21,0,0,0,3,2,4,1,1,1,1,NA,4,17,0,0,3,0,0,87,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Bradley Hill","St Kilda","https://afltables.com/afl/stats/players/B/Bradley_Hill.html",32.7173169062286,281,"Lyon, Ross","9-Jul-1993","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Dougal","Howard",12420,"20","St Kilda",10,5,2,12,0,0,0,0,3,0,1,2,1,1,NA,3,9,0,0,4,0,0,73,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Dougal Howard","St Kilda","https://afltables.com/afl/stats/players/D/Dougal_Howard.html",30.0082135523614,139,"Lyon, Ross","25-Mar-1996","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Rowan","Marshall",12564,"19","St Kilda",8,5,4,12,0,0,10,2,1,2,1,5,0,3,NA,4,8,0,0,0,0,0,61,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Rowan Marshall","St Kilda","https://afltables.com/afl/stats/players/R/Rowan_Marshall.html",30.3394934976044,159,"Lyon, Ross","24-Nov-1995","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Mitch","Owens",12948,"10","St Kilda",6,5,4,10,2,2,0,1,0,1,1,1,0,0,NA,3,7,2,3,4,0,0,86,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Mitch Owens","St Kilda","https://afltables.com/afl/stats/players/M/Mitch_Owens.html",22.5065023956194,76,"Lyon, Ross","24-Sep-2003","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Mattaes","Phillipou",13036,"25","St Kilda",8,3,7,15,0,0,0,5,3,3,4,2,2,0,NA,9,7,0,0,1,0,1,60,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Mattaes Phillipou","St Kilda","https://afltables.com/afl/stats/players/M/Mattaes_Phillipou.html",21.249144421629,48,"Lyon, Ross","27-Dec-2004","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Liam","Ryan",12600,"31","St Kilda",9,3,2,11,3,1,0,1,0,2,0,2,1,0,NA,4,7,1,2,0,0,0,75,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Liam Ryan","St Kilda","https://afltables.com/afl/stats/players/L/Liam_Ryan.html",29.4845995893224,129,"Lyon, Ross","2-Oct-1996","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Cooper","Sharman",12929,"43","St Kilda",8,6,1,9,3,0,0,1,0,3,0,1,0,0,NA,4,7,2,1,2,0,1,61,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Cooper Sharman","St Kilda","https://afltables.com/afl/stats/players/C/Cooper_Sharman.html",25.6735112936345,74,"Lyon, Ross","25-Jul-2000","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Jack","Silvagni",12458,"3","St Kilda",10,4,1,11,0,0,0,6,2,2,0,2,2,1,NA,6,5,0,0,4,0,0,96,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Jack Silvagni","St Kilda","https://afltables.com/afl/stats/players/J/Jack_Silvagni.html",28.2765229295003,132,"Lyon, Ross","17-Dec-1997","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Jack","Sinclair",12325,"35","St Kilda",20,7,9,29,0,0,0,2,6,4,0,3,2,1,NA,4,21,0,0,2,0,0,91,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Jack Sinclair","St Kilda","https://afltables.com/afl/stats/players/J/Jack_Sinclair.html",31.1204654346338,214,"Lyon, Ross","12-Feb-1995","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Liam","Stocker",12721,"14","St Kilda",4,3,6,10,0,0,0,2,2,0,0,2,1,1,NA,8,4,0,0,4,0,0,78,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Liam Stocker","St Kilda","https://afltables.com/afl/stats/players/L/Liam_Stocker.html",26.1752224503765,86,"Lyon, Ross","23-Jan-2000","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Alix","Tauru",13243,"26","St Kilda",2,1,1,3,1,1,0,0,0,0,0,1,1,1,NA,3,0,1,1,0,0,0,61,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Alix Tauru","St Kilda","https://afltables.com/afl/stats/players/A/Alix_Tauru.html",19.3613963039014,14,"Lyon, Ross","16-Nov-2006","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Nasiah","Wanganeen-Milera",12950,"7","St Kilda",19,2,10,29,0,2,0,4,6,5,4,4,1,1,NA,9,14,0,0,0,3,0,87,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Nasiah Wanganeen-Milera","St Kilda","https://afltables.com/afl/stats/players/N/Nasiah_Wanganeen-Milera.html",23.0930869267625,90,"Lyon, Ross","22-Feb-2003","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Callum","Wilkie",12703,"44","St Kilda",17,9,7,24,0,0,0,1,4,1,1,4,1,1,NA,9,13,1,0,7,1,0,100,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Callum Wilkie","St Kilda","https://afltables.com/afl/stats/players/C/Callum_Wilkie.html",30.0492813141684,159,"Lyon, Ross","10-Mar-1996","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Darcy","Wilson",13110,"22","St Kilda",7,4,9,16,0,0,0,1,1,4,0,1,0,0,NA,4,10,0,0,1,0,2,86,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Darcy Wilson","St Kilda","https://afltables.com/afl/stats/players/D/Darcy_Wilson.html",20.6078028747433,45,"Lyon, Ross","18-Aug-2005","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Marcus","Windhager",12967,"2","St Kilda",17,4,2,19,0,0,0,3,1,5,4,6,2,1,NA,8,13,0,0,3,0,0,81,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Marcus Windhager","St Kilda","https://afltables.com/afl/stats/players/M/Marcus_Windhager.html",22.8651608487337,79,"Lyon, Ross","16-May-2003","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Mason","Wood",12312,"32","St Kilda",8,3,6,14,0,1,0,3,1,2,0,3,1,0,NA,7,10,0,0,4,0,0,84,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Mason Wood","St Kilda","https://afltables.com/afl/stats/players/M/Mason_Wood.html",32.5366187542779,160,"Lyon, Ross","13-Sep-1993","Home"
2026,"4",2026-03-28,1235,"Docklands",31854,"Oscar","Allen",12655,"4","Brisbane Lions",11,6,0,11,2,1,3,3,2,2,0,1,1,0,NA,2,9,1,3,1,1,0,83,NA,"Daniel Johanson"," Jamie Broadbent"," Simon Meredith"," Cameron Dore","St Kilda",1,7,5,9,9,12,11,14,NA,NA,80,"Brisbane Lions",0,5,4,7,10,8,17,11,NA,NA,113,13,39,66,80,NA,5,31,68,113,NA,"Oscar Allen","Brisbane Lions","https://afltables.com/afl/stats/players/O/Oscar_Allen.html",27.0246406570842,108,"Fagan, Chris","19-Mar-1999","Away"
